Incident_ID,Victim_District,Fraud_Type,Amount_INR,Time_of_Complaint,Time_to_Withdraw,Target_ATM_Zone,Specific_ATM_Location
INC-11704,Tonk,UPI Scam,9090,12:15,1-2 Hours,Mansarovar,"Bank of Baroda ATM, Kaveri Path, Mansarovar"
INC-11705,Ajmer,Investment Scam,271687,22:45,12-24 Hours,Vidyadhar Nagar,"SBI ATM, Central Spine, Vidyadhar Nagar"
INC-11706,Jodhpur,Investment Scam,71562,00:44,12-24 Hours,Sitapura Industrial,"SBI ATM, Mahatma Gandhi Hospital Road, Sitapura Industrial"
INC-11707,Sikar,Sextortion,246989,00:27,12-24 Hours,Jhotwara,"SBI ATM, Kalwar Road, Jhotwara"
INC-11708,Bikaner,UPI Scam,10731,11:01,1-2 Hours,Malviya Nagar,"Bank of Baroda ATM, Apex Circle, Malviya Nagar"
INC-11709,Pali,Loan App Fraud,92761,08:03,12-24 Hours,Vaishali Nagar,"Bank of Baroda ATM, Queens Road, Vaishali Nagar"
INC-11710,Kota,OLX Scam,25745,09:23,1-2 Hours,Vidyadhar Nagar,"Kotak Mahindra ATM, Sector 2, Vidyadhar Nagar"
INC-11711,Ajmer,Job Fraud,60621,20:49,12-24 Hours,Mansarovar,"ICICI ATM, Rajat Path, Mansarovar"
INC-11712,Jaipur,Credit Card Cloning,244606,00:12,12-24 Hours,Vidyadhar Nagar,"SBI ATM, Central Spine, Vidyadhar Nagar"
INC-11713,Alwar,UPI Scam,15006,14:13,1-2 Hours,Bani Park,"SBI ATM, Sindhi Camp Bus Stand Road, Bani Park"
INC-11714,Pali,Job Fraud,20244,17:41,1-2 Hours,Malviya Nagar,"HDFC ATM, Gaurav Tower (GT) Road, Malviya Nagar"
INC-11715,Jodhpur,KYC Fraud,9395,13:46,1-2 Hours,Bani Park,"Union Bank ATM, Kabir Marg, Bani Park"
INC-11716,Jaipur,Sextortion,258100,00:17,12-24 Hours,Sitapura Industrial,"SBI ATM, Tonk Road Junction, Sitapura Industrial"
INC-11717,Kota,Loan App Fraud,75340,19:05,12-24 Hours,Mansarovar,"ICICI ATM, VT Road Chauraha, Mansarovar"
INC-11718,Sikar,Credit Card Cloning,130482,00:23,12-24 Hours,Sitapura Industrial,"Union Bank ATM, India Gate, Sitapura Industrial"
INC-11719,Jodhpur,Job Fraud,72735,16:21,12-24 Hours,Malviya Nagar,"HDFC ATM, Sector 3 Market, Malviya Nagar"
INC-11720,Bhilwara,Credit Card Cloning,195004,01:55,12-24 Hours,Sitapura Industrial,"Kotak Mahindra ATM, EPI Zone, Sitapura Industrial"
INC-11721,Alwar,Investment Scam,65815,02:35,12-24 Hours,Sitapura Industrial,"Axis Bank ATM, India Gate, Sitapura Industrial"
INC-11722,Pali,UPI Scam,10746,17:56,1-2 Hours,Bani Park,"Bank of Baroda ATM, Peetal Factory, Bani Park"
INC-11723,Tonk,Loan App Fraud,38191,20:39,12-24 Hours,Pratap Nagar,"Union Bank ATM, Sector 16 Market, Pratap Nagar"
INC-11724,Ajmer,Job Fraud,20698,00:10,1-2 Hours,C-Scheme,"HDFC ATM, Subhash Marg, C-Scheme"
INC-11725,Kota,Job Fraud,64837,03:31,12-24 Hours,Pratap Nagar,"HDFC ATM, Sector 11, Pratap Nagar"
INC-11726,Kota,UPI Scam,14822,16:18,1-2 Hours,Mansarovar,"PNB ATM, Kissan Dharam Kanta, Mansarovar"
INC-11727,Bhilwara,Job Fraud,25048,01:23,1-2 Hours,Malviya Nagar,"ICICI ATM, Gaurav Tower (GT) Road, Malviya Nagar"
INC-11728,Alwar,KYC Fraud,22413,10:37,1-2 Hours,Vaishali Nagar,"SBI ATM, Gandhi Path, Vaishali Nagar"
INC-11729,Jaipur,Sextortion,243980,01:53,12-24 Hours,Pratap Nagar,"Bank of Baroda ATM, Kumbha Marg, Pratap Nagar"
INC-11730,Tonk,UPI Scam,20548,15:31,1-2 Hours,Malviya Nagar,"Union Bank ATM, Apex Circle, Malviya Nagar"
INC-11731,Alwar,Credit Card Cloning,270909,22:15,12-24 Hours,Pratap Nagar,"Axis Bank ATM, Kumbha Marg, Pratap Nagar"
INC-11732,Alwar,Credit Card Cloning,259789,00:23,12-24 Hours,Sitapura Industrial,"Bank of Baroda ATM, Mahatma Gandhi Hospital Road, Sitapura Industrial"
INC-11733,Kota,UPI Scam,14425,20:24,1-2 Hours,Vaishali Nagar,"PNB ATM, Nursery Circle, Vaishali Nagar"
INC-11734,Ajmer,Sextortion,163557,23:04,12-24 Hours,Sitapura Industrial,"Bank of Baroda ATM, India Gate, Sitapura Industrial"
INC-11735,Ajmer,UPI Scam,22880,16:58,1-2 Hours,Bani Park,"SBI ATM, Sindhi Camp Bus Stand Road, Bani Park"
INC-11736,Udaipur,OLX Scam,21255,19:01,1-2 Hours,Malviya Nagar,"Axis Bank ATM, JLN Marg, Malviya Nagar"
INC-11737,Jaipur,Loan App Fraud,39789,11:10,12-24 Hours,Jagatpura,"Bank of Baroda ATM, Mahal Road, Jagatpura"
INC-11738,Pali,Investment Scam,295601,04:13,12-24 Hours,Jhotwara,"PNB ATM, Panchawala, Jhotwara"
INC-11739,Kota,UPI Scam,25635,11:58,1-2 Hours,Mansarovar,"HDFC ATM, VT Road Chauraha, Mansarovar"
INC-11740,Bhilwara,UPI Scam,15284,19:44,1-2 Hours,Malviya Nagar,"HDFC ATM, JLN Marg, Malviya Nagar"
INC-11741,Sikar,Investment Scam,94258,23:53,12-24 Hours,Jhotwara,"HDFC ATM, Triton Mall Road, Jhotwara"
INC-11742,Udaipur,OLX Scam,27087,16:01,1-2 Hours,Bani Park,"SBI ATM, Sindhi Camp Bus Stand Road, Bani Park"
INC-11743,Jodhpur,Credit Card Cloning,138454,20:36,12-24 Hours,Bani Park,"PNB ATM, Collectorate Circle, Bani Park"
INC-11744,Ajmer,Credit Card Cloning,156935,01:03,12-24 Hours,Sitapura Industrial,"HDFC ATM, RIICO Phase 1, Sitapura Industrial"
INC-11745,Pali,Credit Card Cloning,287609,00:17,12-24 Hours,Pratap Nagar,"ICICI ATM, Sector 11, Pratap Nagar"
INC-11746,Alwar,Job Fraud,63657,09:31,12-24 Hours,Sitapura Industrial,"HDFC ATM, EPI Zone, Sitapura Industrial"
INC-11747,Bikaner,OLX Scam,23927,15:12,1-2 Hours,Vidyadhar Nagar,"ICICI ATM, Sector 2, Vidyadhar Nagar"
INC-11748,Bikaner,Job Fraud,99305,21:09,12-24 Hours,Bani Park,"Axis Bank ATM, Kabir Marg, Bani Park"
INC-11749,Pali,Loan App Fraud,64458,17:07,12-24 Hours,Pratap Nagar,"PNB ATM, Tonk Road, Pratap Nagar"
INC-11750,Pali,Job Fraud,87132,02:56,12-24 Hours,Vaishali Nagar,"Union Bank ATM, Gandhi Path, Vaishali Nagar"
INC-11751,Jaipur,KYC Fraud,8969,15:24,1-2 Hours,Bani Park,"Axis Bank ATM, Kabir Marg, Bani Park"
INC-11752,Pali,Credit Card Cloning,86528,02:00,12-24 Hours,C-Scheme,"ICICI ATM, MI Road Junction, C-Scheme"
INC-11753,Ajmer,Loan App Fraud,17311,08:58,1-2 Hours,Malviya Nagar,"Union Bank ATM, Gaurav Tower (GT) Road, Malviya Nagar"
INC-11754,Sikar,Sextortion,219616,03:29,12-24 Hours,Pratap Nagar,"SBI ATM, Sector 16 Market, Pratap Nagar"
INC-11755,Bikaner,Sextortion,279483,23:01,12-24 Hours,Jhotwara,"Kotak Mahindra ATM, Lata Circle, Jhotwara"
INC-11756,Bikaner,Loan App Fraud,28843,02:25,1-2 Hours,Pratap Nagar,"Union Bank ATM, Sector 16 Market, Pratap Nagar"
INC-11757,Ajmer,Sextortion,207968,02:58,12-24 Hours,Pratap Nagar,"Kotak Mahindra ATM, Kumbha Marg, Pratap Nagar"
INC-11758,Alwar,OLX Scam,26810,18:19,1-2 Hours,Mansarovar,"Bank of Baroda ATM, Patrakar Colony, Mansarovar"
INC-11759,Sikar,Job Fraud,92818,05:38,12-24 Hours,Vidyadhar Nagar,"Union Bank ATM, Sector 2, Vidyadhar Nagar"
INC-11760,Bhilwara,Sextortion,131810,20:57,12-24 Hours,Bani Park,"SBI ATM, Peetal Factory, Bani Park"
INC-11761,Ajmer,Sextortion,173237,02:47,12-24 Hours,Sitapura Industrial,"Union Bank ATM, EPI Zone, Sitapura Industrial"
INC-11762,Alwar,Loan App Fraud,96158,07:48,12-24 Hours,Mansarovar,"Union Bank ATM, Kissan Dharam Kanta, Mansarovar"
INC-11763,Bhilwara,Loan App Fraud,62090,12:20,12-24 Hours,Jagatpura,"PNB ATM, 7 Number Stand, Jagatpura"
INC-11764,Bhilwara,UPI Scam,11069,15:09,1-2 Hours,Mansarovar,"Bank of Baroda ATM, Kissan Dharam Kanta, Mansarovar"
INC-11765,Bhilwara,UPI Scam,24813,14:28,1-2 Hours,Mansarovar,"Axis Bank ATM, Rajat Path, Mansarovar"
INC-11766,Ajmer,Job Fraud,34585,03:39,12-24 Hours,Jagatpura,"Kotak Mahindra ATM, 7 Number Stand, Jagatpura"
INC-11767,Ajmer,Loan App Fraud,31013,11:35,12-24 Hours,Jhotwara,"Kotak Mahindra ATM, Panchawala, Jhotwara"
INC-11768,Jaipur,KYC Fraud,6771,15:13,1-2 Hours,Malviya Nagar,"Axis Bank ATM, Apex Circle, Malviya Nagar"
INC-11769,Pali,Sextortion,60255,03:11,12-24 Hours,Pratap Nagar,"ICICI ATM, Sector 16 Market, Pratap Nagar"
INC-11770,Sikar,Credit Card Cloning,160000,04:35,12-24 Hours,Vidyadhar Nagar,"Union Bank ATM, National Highway 52 Bypass, Vidyadhar Nagar"
INC-11771,Bikaner,Investment Scam,298052,00:24,12-24 Hours,Vidyadhar Nagar,"SBI ATM, Sector 2, Vidyadhar Nagar"
INC-11772,Jodhpur,Sextortion,270175,01:24,12-24 Hours,Sitapura Industrial,"Bank of Baroda ATM, Tonk Road Junction, Sitapura Industrial"
INC-11773,Pali,Loan App Fraud,73647,08:03,12-24 Hours,Sitapura Industrial,"HDFC ATM, Tonk Road Junction, Sitapura Industrial"
INC-11774,Ajmer,KYC Fraud,21154,16:43,1-2 Hours,Bani Park,"Kotak Mahindra ATM, Collectorate Circle, Bani Park"
INC-11775,Bikaner,Loan App Fraud,87143,14:46,12-24 Hours,Bani Park,"Axis Bank ATM, Kabir Marg, Bani Park"
INC-11776,Udaipur,Investment Scam,55027,02:00,12-24 Hours,Jhotwara,"Union Bank ATM, Triton Mall Road, Jhotwara"
INC-11777,Sikar,KYC Fraud,7042,13:40,1-2 Hours,Bani Park,"ICICI ATM, Kabir Marg, Bani Park"
INC-11778,Ajmer,UPI Scam,18195,15:02,1-2 Hours,Vaishali Nagar,"Union Bank ATM, Hanuman Nagar, Vaishali Nagar"
INC-11779,Alwar,Credit Card Cloning,92378,02:08,12-24 Hours,Sitapura Industrial,"ICICI ATM, India Gate, Sitapura Industrial"
INC-11780,Jaipur,OLX Scam,20724,00:38,1-2 Hours,Jhotwara,"Axis Bank ATM, Lata Circle, Jhotwara"
INC-11781,Ajmer,Sextortion,98087,01:51,12-24 Hours,Vaishali Nagar,"HDFC ATM, Nursery Circle, Vaishali Nagar"
INC-11782,Tonk,Loan App Fraud,57092,15:27,12-24 Hours,Vaishali Nagar,"Bank of Baroda ATM, Amrapali Circle, Vaishali Nagar"
INC-11783,Kota,UPI Scam,20844,14:17,1-2 Hours,Mansarovar,"PNB ATM, Kaveri Path, Mansarovar"
INC-11784,Bikaner,Job Fraud,90050,10:03,12-24 Hours,Bani Park,"PNB ATM, Sindhi Camp Bus Stand Road, Bani Park"
INC-11785,Jodhpur,Loan App Fraud,44796,06:47,12-24 Hours,Mansarovar,"Kotak Mahindra ATM, Madhyam Marg, Mansarovar"
INC-11786,Udaipur,KYC Fraud,22930,16:19,1-2 Hours,Malviya Nagar,"PNB ATM, Apex Circle, Malviya Nagar"
INC-11787,Jaipur,OLX Scam,29475,20:07,1-2 Hours,Mansarovar,"Axis Bank ATM, Kissan Dharam Kanta, Mansarovar"
INC-11788,Alwar,KYC Fraud,26707,10:57,1-2 Hours,Malviya Nagar,"PNB ATM, Apex Circle, Malviya Nagar"
INC-11789,Tonk,OLX Scam,12263,02:17,1-2 Hours,Malviya Nagar,"Union Bank ATM, Gaurav Tower (GT) Road, Malviya Nagar"
INC-11790,Bikaner,Sextortion,239158,01:46,12-24 Hours,Pratap Nagar,"SBI ATM, Haldi Ghati Marg, Pratap Nagar"
INC-11791,Ajmer,Job Fraud,59920,23:30,12-24 Hours,Sitapura Industrial,"ICICI ATM, RIICO Phase 1, Sitapura Industrial"
INC-11792,Bikaner,UPI Scam,24524,15:47,1-2 Hours,Malviya Nagar,"PNB ATM, Apex Circle, Malviya Nagar"
INC-11793,Bhilwara,Sextortion,242103,23:30,12-24 Hours,Sitapura Industrial,"HDFC ATM, India Gate, Sitapura Industrial"
INC-11794,Alwar,Job Fraud,21552,05:30,1-2 Hours,Bani Park,"Union Bank ATM, Collectorate Circle, Bani Park"
INC-11795,Bikaner,Sextortion,105124,02:32,12-24 Hours,Sitapura Industrial,"SBI ATM, India Gate, Sitapura Industrial"
INC-11796,Kota,Credit Card Cloning,106851,02:52,12-24 Hours,Vidyadhar Nagar,"HDFC ATM, Alka Cinema Road, Vidyadhar Nagar"
INC-11797,Bhilwara,UPI Scam,28688,12:44,1-2 Hours,Jhotwara,"Kotak Mahindra ATM, Lata Circle, Jhotwara"
INC-11798,Tonk,Investment Scam,123302,11:48,12-24 Hours,Pratap Nagar,"ICICI ATM, Tonk Road, Pratap Nagar"
INC-11799,Bhilwara,Loan App Fraud,65518,13:52,12-24 Hours,Vaishali Nagar,"HDFC ATM, Nursery Circle, Vaishali Nagar"
INC-11800,Sikar,Loan App Fraud,97485,01:58,12-24 Hours,Bani Park,"SBI ATM, Sindhi Camp Bus Stand Road, Bani Park"
INC-11801,Kota,KYC Fraud,12762,17:43,1-2 Hours,Malviya Nagar,"PNB ATM, JLN Marg, Malviya Nagar"
INC-11802,Bhilwara,Credit Card Cloning,77952,17:16,12-24 Hours,Pratap Nagar,"PNB ATM, Sector 16 Market, Pratap Nagar"
INC-11803,Tonk,OLX Scam,4389,12:55,1-2 Hours,Mansarovar,"HDFC ATM, Madhyam Marg, Mansarovar"
INC-11804,Sikar,Loan App Fraud,78588,14:16,12-24 Hours,Vidyadhar Nagar,"SBI ATM, Alka Cinema Road, Vidyadhar Nagar"
INC-11805,Sikar,Investment Scam,193578,01:05,12-24 Hours,Jhotwara,"Union Bank ATM, Triton Mall Road, Jhotwara"
INC-11806,Pali,KYC Fraud,23257,20:47,1-2 Hours,Malviya Nagar,"Kotak Mahindra ATM, Sector 3 Market, Malviya Nagar"
INC-11807,Alwar,KYC Fraud,23404,01:49,1-2 Hours,Vidyadhar Nagar,"ICICI ATM, Alka Cinema Road, Vidyadhar Nagar"
INC-11808,Ajmer,OLX Scam,19385,09:21,1-2 Hours,Malviya Nagar,"Union Bank ATM, JLN Marg, Malviya Nagar"
INC-11809,Ajmer,Job Fraud,88532,23:49,12-24 Hours,Sitapura Industrial,"SBI ATM, Tonk Road Junction, Sitapura Industrial"
INC-11810,Jaipur,Investment Scam,128599,04:30,12-24 Hours,Pratap Nagar,"Axis Bank ATM, Sector 16 Market, Pratap Nagar"
INC-11811,Udaipur,UPI Scam,25836,06:06,1-2 Hours,Bani Park,"PNB ATM, Peetal Factory, Bani Park"
INC-11812,Kota,KYC Fraud,10105,19:21,1-2 Hours,Vaishali Nagar,"Union Bank ATM, Amrapali Circle, Vaishali Nagar"
INC-11813,Udaipur,UPI Scam,4898,16:12,1-2 Hours,Vaishali Nagar,"SBI ATM, Amrapali Circle, Vaishali Nagar"
INC-11814,Kota,Loan App Fraud,62808,17:40,12-24 Hours,Bani Park,"HDFC ATM, Kabir Marg, Bani Park"
INC-11815,Alwar,UPI Scam,6111,13:04,1-2 Hours,Vaishali Nagar,"SBI ATM, Gandhi Path, Vaishali Nagar"
INC-11816,Ajmer,Investment Scam,194201,03:49,12-24 Hours,Pratap Nagar,"ICICI ATM, Kumbha Marg, Pratap Nagar"
INC-11817,Jodhpur,Credit Card Cloning,296355,03:28,12-24 Hours,Jhotwara,"Kotak Mahindra ATM, Lata Circle, Jhotwara"
INC-11818,Kota,Investment Scam,164879,02:38,12-24 Hours,Pratap Nagar,"SBI ATM, Sector 11, Pratap Nagar"
INC-11819,Pali,OLX Scam,12669,12:44,1-2 Hours,Malviya Nagar,"Bank of Baroda ATM, JLN Marg, Malviya Nagar"
INC-11820,Udaipur,KYC Fraud,17857,17:00,1-2 Hours,Vaishali Nagar,"ICICI ATM, Nursery Circle, Vaishali Nagar"
INC-11821,Bikaner,Credit Card Cloning,108284,04:14,12-24 Hours,Vidyadhar Nagar,"Union Bank ATM, Alka Cinema Road, Vidyadhar Nagar"
INC-11822,Sikar,Job Fraud,31559,11:37,12-24 Hours,Vidyadhar Nagar,"Axis Bank ATM, Alka Cinema Road, Vidyadhar Nagar"
INC-11823,Udaipur,Credit Card Cloning,174671,04:10,12-24 Hours,Sitapura Industrial,"HDFC ATM, India Gate, Sitapura Industrial"
INC-11824,Bhilwara,Investment Scam,197068,23:26,12-24 Hours,Jhotwara,"Axis Bank ATM, Triton Mall Road, Jhotwara"
INC-11825,Alwar,Sextortion,173425,04:24,12-24 Hours,Sitapura Industrial,"ICICI ATM, India Gate, Sitapura Industrial"
INC-11826,Kota,OLX Scam,22767,14:13,1-2 Hours,Bani Park,"PNB ATM, Peetal Factory, Bani Park"
INC-11827,Kota,Job Fraud,46012,13:44,12-24 Hours,Bani Park,"ICICI ATM, Collectorate Circle, Bani Park"
INC-11828,Jaipur,Job Fraud,23262,03:40,1-2 Hours,Mansarovar,"SBI ATM, VT Road Chauraha, Mansarovar"
INC-11829,Kota,Job Fraud,17814,02:33,1-2 Hours,Jagatpura,"HDFC ATM, NRI Colony, Jagatpura"
INC-11830,Sikar,UPI Scam,19854,18:23,1-2 Hours,Vaishali Nagar,"PNB ATM, Queens Road, Vaishali Nagar"
INC-11831,Sikar,Loan App Fraud,66017,20:39,12-24 Hours,Sitapura Industrial,"Axis Bank ATM, Mahatma Gandhi Hospital Road, Sitapura Industrial"
INC-11832,Jaipur,Credit Card Cloning,174904,02:13,12-24 Hours,Jhotwara,"Union Bank ATM, Kanta Chauraha, Jhotwara"
INC-11833,Jaipur,UPI Scam,15507,20:17,1-2 Hours,Mansarovar,"SBI ATM, Kaveri Path, Mansarovar"
INC-11834,Pali,Loan App Fraud,84829,05:20,12-24 Hours,Mansarovar,"Axis Bank ATM, Madhyam Marg, Mansarovar"
INC-11835,Sikar,Investment Scam,169370,03:30,12-24 Hours,Pratap Nagar,"ICICI ATM, Sector 11, Pratap Nagar"
INC-11836,Bikaner,OLX Scam,27128,11:36,1-2 Hours,Bani Park,"Bank of Baroda ATM, Collectorate Circle, Bani Park"
INC-11837,Ajmer,Investment Scam,140751,00:06,12-24 Hours,Sitapura Industrial,"PNB ATM, India Gate, Sitapura Industrial"
INC-11838,Ajmer,Credit Card Cloning,171868,23:19,12-24 Hours,Sitapura Industrial,"Axis Bank ATM, EPI Zone, Sitapura Industrial"
INC-11839,Udaipur,KYC Fraud,6193,18:19,1-2 Hours,Bani Park,"Bank of Baroda ATM, Peetal Factory, Bani Park"
INC-11840,Alwar,OLX Scam,11069,13:49,1-2 Hours,Vaishali Nagar,"PNB ATM, Gandhi Path, Vaishali Nagar"
INC-11841,Sikar,Loan App Fraud,69337,01:24,12-24 Hours,Bani Park,"Union Bank ATM, Kabir Marg, Bani Park"
INC-11842,Bikaner,KYC Fraud,20869,17:47,1-2 Hours,C-Scheme,"Axis Bank ATM, Ahinsa Circle, C-Scheme"
INC-11843,Ajmer,Investment Scam,291463,03:33,12-24 Hours,Pratap Nagar,"Bank of Baroda ATM, Sector 11, Pratap Nagar"
INC-11844,Jodhpur,KYC Fraud,21947,12:57,1-2 Hours,Vaishali Nagar,"SBI ATM, Nursery Circle, Vaishali Nagar"
INC-11845,Tonk,KYC Fraud,20608,12:20,1-2 Hours,Mansarovar,"Kotak Mahindra ATM, Kissan Dharam Kanta, Mansarovar"
INC-11846,Sikar,OLX Scam,7632,20:42,1-2 Hours,Jhotwara,"Kotak Mahindra ATM, Kalwar Road, Jhotwara"
INC-11847,Jodhpur,Credit Card Cloning,209530,01:05,12-24 Hours,Jhotwara,"PNB ATM, Kalwar Road, Jhotwara"
INC-11848,Sikar,OLX Scam,12203,13:39,1-2 Hours,Vaishali Nagar,"Kotak Mahindra ATM, Nursery Circle, Vaishali Nagar"
INC-11849,Jaipur,Investment Scam,237799,02:05,12-24 Hours,Jhotwara,"SBI ATM, Panchawala, Jhotwara"
INC-11850,Tonk,Sextortion,55925,03:23,12-24 Hours,Jhotwara,"PNB ATM, Triton Mall Road, Jhotwara"
INC-11851,Kota,Loan App Fraud,79490,22:58,12-24 Hours,Vaishali Nagar,"Union Bank ATM, Hanuman Nagar, Vaishali Nagar"
INC-11852,Alwar,Job Fraud,36344,09:08,12-24 Hours,Mansarovar,"Kotak Mahindra ATM, Kissan Dharam Kanta, Mansarovar"
INC-11853,Udaipur,Job Fraud,75932,06:30,12-24 Hours,Mansarovar,"Bank of Baroda ATM, Rajat Path, Mansarovar"
INC-11854,Bhilwara,KYC Fraud,5548,11:17,1-2 Hours,C-Scheme,"Union Bank ATM, Ahinsa Circle, C-Scheme"
INC-11855,Udaipur,OLX Scam,28742,03:19,1-2 Hours,Sitapura Industrial,"ICICI ATM, Mahatma Gandhi Hospital Road, Sitapura Industrial"
INC-11856,Udaipur,Sextortion,263824,03:04,12-24 Hours,Vidyadhar Nagar,"SBI ATM, Sector 2, Vidyadhar Nagar"
INC-11857,Alwar,Investment Scam,246516,16:10,12-24 Hours,Malviya Nagar,"Union Bank ATM, Apex Circle, Malviya Nagar"
INC-11858,Tonk,Investment Scam,155949,12:58,12-24 Hours,Vaishali Nagar,"Union Bank ATM, Nursery Circle, Vaishali Nagar"
INC-11859,Sikar,KYC Fraud,21761,20:49,1-2 Hours,Malviya Nagar,"Union Bank ATM, Calgiri Road, Malviya Nagar"
INC-11860,Jodhpur,KYC Fraud,5724,10:07,1-2 Hours,Bani Park,"SBI ATM, Peetal Factory, Bani Park"
INC-11861,Ajmer,Loan App Fraud,44013,13:01,12-24 Hours,Malviya Nagar,"Kotak Mahindra ATM, Calgiri Road, Malviya Nagar"
INC-11862,Sikar,Credit Card Cloning,194701,04:47,12-24 Hours,Vidyadhar Nagar,"SBI ATM, Sector 2, Vidyadhar Nagar"
INC-11863,Alwar,Credit Card Cloning,115568,19:54,12-24 Hours,Jagatpura,"Kotak Mahindra ATM, 7 Number Stand, Jagatpura"
INC-11864,Ajmer,Credit Card Cloning,134249,22:18,12-24 Hours,Vidyadhar Nagar,"SBI ATM, Sector 2, Vidyadhar Nagar"
INC-11865,Jaipur,Sextortion,166339,07:16,12-24 Hours,Bani Park,"HDFC ATM, Sindhi Camp Bus Stand Road, Bani Park"
INC-11866,Jaipur,Investment Scam,290329,22:13,12-24 Hours,Sitapura Industrial,"SBI ATM, Tonk Road Junction, Sitapura Industrial"
INC-11867,Jaipur,Credit Card Cloning,134162,02:17,12-24 Hours,Sitapura Industrial,"Union Bank ATM, EPI Zone, Sitapura Industrial"
INC-11868,Alwar,Loan App Fraud,59515,16:03,12-24 Hours,Jhotwara,"Union Bank ATM, Kalwar Road, Jhotwara"
INC-11869,Sikar,UPI Scam,6668,14:46,1-2 Hours,Malviya Nagar,"Bank of Baroda ATM, JLN Marg, Malviya Nagar"
INC-11870,Bikaner,Loan App Fraud,97896,01:33,12-24 Hours,Mansarovar,"Bank of Baroda ATM, Rajat Path, Mansarovar"
INC-11871,Udaipur,Sextortion,262231,13:18,12-24 Hours,Sitapura Industrial,"Kotak Mahindra ATM, India Gate, Sitapura Industrial"
INC-11872,Tonk,Job Fraud,16723,07:14,1-2 Hours,Jhotwara,"HDFC ATM, Lata Circle, Jhotwara"
INC-11873,Sikar,Loan App Fraud,51135,23:41,12-24 Hours,Vidyadhar Nagar,"Kotak Mahindra ATM, Alka Cinema Road, Vidyadhar Nagar"
INC-11874,Udaipur,Sextortion,213563,04:25,12-24 Hours,Jhotwara,"Union Bank ATM, Lata Circle, Jhotwara"
INC-11875,Sikar,UPI Scam,18711,09:43,1-2 Hours,C-Scheme,"ICICI ATM, Ashok Marg, C-Scheme"
INC-11876,Udaipur,OLX Scam,17045,10:48,1-2 Hours,Vaishali Nagar,"Kotak Mahindra ATM, Amrapali Circle, Vaishali Nagar"
INC-11877,Udaipur,Credit Card Cloning,175313,03:58,12-24 Hours,Sitapura Industrial,"PNB ATM, Mahatma Gandhi Hospital Road, Sitapura Industrial"
INC-11878,Jaipur,Investment Scam,258796,00:24,12-24 Hours,Vidyadhar Nagar,"Bank of Baroda ATM, Sector 2, Vidyadhar Nagar"
INC-11879,Kota,Job Fraud,67970,11:05,12-24 Hours,Mansarovar,"SBI ATM, Kaveri Path, Mansarovar"
INC-11880,Bhilwara,Job Fraud,26671,10:09,1-2 Hours,Jhotwara,"Union Bank ATM, Kalwar Road, Jhotwara"
INC-11881,Ajmer,KYC Fraud,5113,08:22,1-2 Hours,Jagatpura,"Kotak Mahindra ATM, SKIT College Road, Jagatpura"
INC-11882,Bikaner,Job Fraud,78994,19:36,12-24 Hours,Vidyadhar Nagar,"ICICI ATM, Sector 2, Vidyadhar Nagar"
INC-11883,Jodhpur,Sextortion,105888,00:50,12-24 Hours,Jagatpura,"Axis Bank ATM, SKIT College Road, Jagatpura"
INC-11884,Sikar,Loan App Fraud,96140,19:53,12-24 Hours,C-Scheme,"Union Bank ATM, Statue Circle, C-Scheme"
INC-11885,Udaipur,Investment Scam,116064,23:42,12-24 Hours,Sitapura Industrial,"SBI ATM, RIICO Phase 1, Sitapura Industrial"
INC-11886,Alwar,Investment Scam,74164,23:17,12-24 Hours,Jhotwara,"HDFC ATM, Kalwar Road, Jhotwara"
INC-11887,Tonk,Credit Card Cloning,149477,13:31,12-24 Hours,Bani Park,"Axis Bank ATM, Collectorate Circle, Bani Park"
INC-11888,Jaipur,Credit Card Cloning,172802,01:18,12-24 Hours,Pratap Nagar,"ICICI ATM, Kumbha Marg, Pratap Nagar"
INC-11889,Jodhpur,Sextortion,245417,22:34,12-24 Hours,Jhotwara,"SBI ATM, Triton Mall Road, Jhotwara"
INC-11890,Tonk,Credit Card Cloning,145751,22:19,12-24 Hours,Vidyadhar Nagar,"Union Bank ATM, Alka Cinema Road, Vidyadhar Nagar"
INC-11891,Sikar,KYC Fraud,22516,16:02,1-2 Hours,Mansarovar,"ICICI ATM, Kaveri Path, Mansarovar"
INC-11892,Sikar,UPI Scam,21029,18:15,1-2 Hours,Malviya Nagar,"SBI ATM, JLN Marg, Malviya Nagar"
INC-11893,Tonk,Loan App Fraud,26310,22:25,1-2 Hours,Malviya Nagar,"HDFC ATM, Gaurav Tower (GT) Road, Malviya Nagar"
INC-11894,Tonk,UPI Scam,29788,18:22,1-2 Hours,Mansarovar,"PNB ATM, Kissan Dharam Kanta, Mansarovar"
INC-11895,Jodhpur,Loan App Fraud,66700,15:17,12-24 Hours,Vaishali Nagar,"Union Bank ATM, Hanuman Nagar, Vaishali Nagar"
INC-11896,Alwar,UPI Scam,9618,17:21,1-2 Hours,Vaishali Nagar,"PNB ATM, Queens Road, Vaishali Nagar"
INC-11897,Ajmer,UPI Scam,23260,19:02,1-2 Hours,Bani Park,"Kotak Mahindra ATM, Sindhi Camp Bus Stand Road, Bani Park"
INC-11898,Tonk,Loan App Fraud,21348,11:00,1-2 Hours,C-Scheme,"Union Bank ATM, MI Road Junction, C-Scheme"
